timestamp,protocol,test_type,file,scenario,ttfb,total_time,bytes,throughput,num_files
2026-04-05T16:29:36.880366,gopher-original,single,1kb.txt,Baseline,17.39335060119629,17.400503158569336,1024,470.7909837633421,1
2026-04-05T16:29:37.113531,gopher-original,single,1mb.txt,Baseline,16.09349250793457,102.4637222290039,1048576,81869.05391990022,1
2026-04-05T16:29:37.430831,gopher-original,multi,10_files,Baseline,15.212774276733398,157.26923942565918,10240,520.8901645303843,10
2026-04-05T16:29:37.573488,gopher-modern,single,1kb.txt,Baseline,15.799999237060547,73.76313209533691,1024,111.05819082373095,1
2026-04-05T16:29:37.798568,gopher-modern,single,1mb.txt,Baseline,16.391515731811523,107.26428031921387,1048576,78205.04621888913,1
2026-04-05T16:29:39.102286,gopher-modern,multi,10_files,Baseline,7.87806510925293,642.1453952789307,10240,127.57235448899569,10
2026-04-05T16:29:39.170196,http/1.1,single,1kb.txt,Baseline,28.56922149658203,28.576135635375977,1024,286.67277145264774,1
2026-04-05T16:29:39.372019,http/1.1,single,1mb.txt,Baseline,17.456769943237305,109.21788215637207,1048576,76806.1771055921,1
2026-04-05T16:29:39.930113,http/1.1,multi,10_files,Baseline,27.16231346130371,274.57714080810547,10240,298.349672368581,10
2026-04-05T16:29:40.065882,http/2,single,1kb.txt,Baseline,35.7661247253418,36.65518760681152,1024,223.488148195365,1
2026-04-05T16:29:40.404999,http/2,single,1mb.txt,Baseline,32.05132484436035,159.912109375,1048576,52457.615829007635,1
2026-04-05T16:29:40.546805,http/2,multi,10_files,Baseline,50.09865760803223,68.12405586242676,10240,1202.5120783388688,10
2026-04-05T16:29:40.951569,http/3,single,1kb.txt,Baseline,9.851455688476562,174.1347312927246,1024,47.04403273939105,1
2026-04-05T16:29:41.642743,http/3,single,1mb.txt,Baseline,10.029077529907227,359.36713218688965,1048576,23342.72460854179,1
2026-04-05T16:29:42.120954,http/3,multi,10_files,Baseline,8.345365524291992,235.548734664917,10240,347.7836555417561,10
