,,,,ttfb,ttfb,ttfb,ttfb,ttfb,total_time,total_time,total_time,total_time,total_time,bytes,bytes,bytes,bytes,bytes,throughput,throughput,throughput,throughput,throughput
,,,,mean,std,median,q1,q3,mean,std,median,q1,q3,mean,std,median,q1,q3,mean,std,median,q1,q3
scenario,protocol,test_type,file,,,,,,,,,,,,,,,,,,,,
Baseline,gopher-modern,multi,10_files,0.5795955657958984,,0.5795955657958984,0.5795955657958984,0.5795955657958984,400.043249130249,,400.043249130249,400.043249130249,400.043249130249,10240.0,,10240.0,10240.0,10240.0,204.77785883927737,,204.77785883927737,204.77785883927737,204.77785883927737
Baseline,gopher-modern,single,1kb.txt,1.409292221069336,,1.409292221069336,1.409292221069336,1.409292221069336,1.421213150024414,,1.421213150024414,1.421213150024414,1.421213150024414,1024.0,,1024.0,1024.0,1024.0,5764.08964401946,,5764.08964401946,5764.08964401946,5764.08964401946
Baseline,gopher-modern,single,1mb.txt,1.326799392700195,,1.326799392700195,1.326799392700195,1.326799392700195,27.21476554870605,,27.21476554870605,27.21476554870605,27.21476554870605,1048576.0,,1048576.0,1048576.0,1048576.0,308237.37889591494,,308237.37889591494,308237.37889591494,308237.37889591494
Baseline,gopher-original,multi,10_files,0.5092620849609375,,0.5092620849609375,0.5092620849609375,0.5092620849609375,14.346599578857422,,14.346599578857422,14.346599578857422,14.346599578857422,10240.0,,10240.0,10240.0,10240.0,5710.063876092665,,5710.063876092665,5710.063876092665,5710.063876092665
Baseline,gopher-original,single,1kb.txt,4.690885543823242,,4.690885543823242,4.690885543823242,4.690885543823242,5.13911247253418,,5.13911247253418,5.13911247253418,5.13911247253418,1024.0,,1024.0,1024.0,1024.0,1594.0495647413593,,1594.0495647413593,1594.0495647413593,1594.0495647413593
Baseline,gopher-original,single,1mb.txt,1.0938644409179688,,1.0938644409179688,1.0938644409179688,1.0938644409179688,21.274089813232425,,21.274089813232425,21.274089813232425,21.274089813232425,1048576.0,,1048576.0,1048576.0,1048576.0,394311.0174698196,,394311.0174698196,394311.0174698196,394311.0174698196
Baseline,http/1.1,multi,10_files,1.4908313751220703,,1.4908313751220703,1.4908313751220703,1.4908313751220703,20.238637924194336,,20.238637924194336,20.238637924194336,20.238637924194336,10240.0,,10240.0,10240.0,10240.0,4047.7032252288336,,4047.7032252288336,4047.7032252288336,4047.7032252288336
Baseline,http/1.1,single,1kb.txt,12.80498504638672,,12.80498504638672,12.80498504638672,12.80498504638672,12.812137603759766,,12.812137603759766,12.812137603759766,12.812137603759766,1024.0,,1024.0,1024.0,1024.0,639.3936947411515,,639.3936947411515,639.3936947411515,639.3936947411515
Baseline,http/1.1,single,1mb.txt,2.07209587097168,,2.07209587097168,2.07209587097168,2.07209587097168,15.776395797729492,,15.776395797729492,15.776395797729492,15.776395797729492,1048576.0,,1048576.0,1048576.0,1048576.0,531718.9114390292,,531718.9114390292,531718.9114390292,531718.9114390292
Baseline,http/2,multi,10_files,13.833999633789062,,13.833999633789062,13.833999633789062,13.833999633789062,61.94138526916504,,61.94138526916504,61.94138526916504,61.94138526916504,10240.0,,10240.0,10240.0,10240.0,1322.540651036755,,1322.540651036755,1322.540651036755,1322.540651036755
Baseline,http/2,single,1kb.txt,47.37520217895508,,47.37520217895508,47.37520217895508,47.37520217895508,47.59550094604492,,47.59550094604492,47.59550094604492,47.59550094604492,1024.0,,1024.0,1024.0,1024.0,172.1171084907078,,172.1171084907078,172.1171084907078,172.1171084907078
Baseline,http/2,single,1mb.txt,7.3528289794921875,,7.3528289794921875,7.3528289794921875,7.3528289794921875,81.66003227233887,,81.66003227233887,81.66003227233887,81.66003227233887,1048576.0,,1048576.0,1048576.0,1048576.0,102725.99418065032,,102725.99418065032,102725.99418065032,102725.99418065032
Baseline,http/3,multi,10_files,0.6289482116699219,,0.6289482116699219,0.6289482116699219,0.6289482116699219,104.00128364562988,,104.00128364562988,104.00128364562988,104.00128364562988,10240.0,,10240.0,10240.0,10240.0,787.6825855258784,,787.6825855258784,787.6825855258784,787.6825855258784
Baseline,http/3,single,1kb.txt,0.9598731994628906,,0.9598731994628906,0.9598731994628906,0.9598731994628906,103.04021835327148,,103.04021835327148,103.04021835327148,103.04021835327148,1024.0,,1024.0,1024.0,1024.0,79.50293711445642,,79.50293711445642,79.50293711445642,79.50293711445642
Baseline,http/3,single,1mb.txt,2.2592544555664062,,2.2592544555664062,2.2592544555664062,2.2592544555664062,141.099214553833,,141.099214553833,141.099214553833,141.099214553833,1048576.0,,1048576.0,1048576.0,1048576.0,59451.84051183736,,59451.84051183736,59451.84051183736,59451.84051183736
Packet_Loss,gopher-modern,multi,10_files,1.645803451538086,,1.645803451538086,1.645803451538086,1.645803451538086,1558.1202507019043,,1558.1202507019043,1558.1202507019043,1558.1202507019043,10240.0,,10240.0,10240.0,10240.0,52.5761730926073,,52.5761730926073,52.5761730926073,52.5761730926073
Packet_Loss,gopher-modern,single,1kb.txt,4.004478454589844,,4.004478454589844,4.004478454589844,4.004478454589844,4.012107849121094,,4.012107849121094,4.012107849121094,4.012107849121094,1024.0,,1024.0,1024.0,1024.0,2041.8194894223911,,2041.8194894223911,2041.8194894223911,2041.8194894223911
Packet_Loss,gopher-modern,single,1mb.txt,0.6189346313476562,,0.6189346313476562,0.6189346313476562,0.6189346313476562,5148.202180862427,,5148.202180862427,5148.202180862427,5148.202180862427,1048576.0,,1048576.0,1048576.0,1048576.0,1629.424739996272,,1629.424739996272,1629.424739996272,1629.424739996272
Packet_Loss,gopher-original,multi,10_files,0.3812313079833984,,0.3812313079833984,0.3812313079833984,0.3812313079833984,264.8499011993408,,264.8499011993408,264.8499011993408,264.8499011993408,10240.0,,10240.0,10240.0,10240.0,309.30727037856224,,309.30727037856224,309.30727037856224,309.30727037856224
Packet_Loss,gopher-original,single,1kb.txt,5.203723907470703,,5.203723907470703,5.203723907470703,5.203723907470703,5.337238311767578,,5.337238311767578,5.337238311767578,5.337238311767578,1024.0,,1024.0,1024.0,1024.0,1534.8761890467256,,1534.8761890467256,1534.8761890467256,1534.8761890467256
Packet_Loss,gopher-original,single,1mb.txt,1.6982555389404297,,1.6982555389404297,1.6982555389404297,1.6982555389404297,9061.463832855225,,9061.463832855225,9061.463832855225,9061.463832855225,1048576.0,,1048576.0,1048576.0,1048576.0,925.7453491768548,,925.7453491768548,925.7453491768548,925.7453491768548
Packet_Loss,http/1.1,multi,10_files,1.6453266143798828,,1.6453266143798828,1.6453266143798828,1.6453266143798828,19.0277099609375,,19.0277099609375,19.0277099609375,19.0277099609375,10240.0,,10240.0,10240.0,10240.0,4305.300016038493,,4305.300016038493,4305.300016038493,4305.300016038493
Packet_Loss,http/1.1,single,1kb.txt,657.2978496551514,,657.2978496551514,657.2978496551514,657.2978496551514,657.3071479797363,,657.3071479797363,657.3071479797363,657.3071479797363,1024.0,,1024.0,1024.0,1024.0,12.462971116590603,,12.462971116590603,12.462971116590603,12.462971116590603
Packet_Loss,http/1.1,single,1mb.txt,2.007722854614258,,2.007722854614258,2.007722854614258,2.007722854614258,9908.80012512207,,9908.80012512207,9908.80012512207,9908.80012512207,1048576.0,,1048576.0,1048576.0,1048576.0,846.5816137245636,,846.5816137245636,846.5816137245636,846.5816137245636
