,,,,ttfb,ttfb,ttfb,ttfb,ttfb,total_time,total_time,total_time,total_time,total_time,bytes,bytes,bytes,bytes,bytes,throughput,throughput,throughput,throughput,throughput
,,,,mean,std,median,q1,q3,mean,std,median,q1,q3,mean,std,median,q1,q3,mean,std,median,q1,q3
scenario,protocol,test_type,file,,,,,,,,,,,,,,,,,,,,
Mixed,gopher-modern,multi,10_files,107.19497998555501,0.8971019927243888,107.2378158569336,106.7575216293335,107.65385627746582,1091.7456150054932,3.7257077784261043,1093.8379764556885,1090.6410217285156,1093.8963890075684,10240.0,0.0,10240.0,10240.0,10240.0,75.0363785821554,0.2565752606763304,74.89226170903437,74.88826277953908,75.11243594821119
Mixed,gopher-modern,single,1kb.txt,335.0570996602376,386.9805959683926,111.8316650390625,111.6337776184082,446.8677043914795,335.1193269093831,387.02292445032276,111.87100410461426,111.6715669631958,446.94292545318604,1024.0,0.0,1024.0,1024.0,1024.0,52.39730736115572,36.30558268826492,73.22719649802545,41.85135046912926,73.35820882161704
Mixed,gopher-modern,single,1mb.txt,109.92161432902019,1.7992373400113204,110.3658676147461,109.1538667678833,110.91148853302002,2477.8265953063965,1837.3050820355245,2167.2098636627197,1491.4194345474243,3308.9253902435303,1048576.0,0.0,1048576.0,1048576.0,1048576.0,5346.778891584777,4390.241270691983,3870.6948231689616,2877.751905315859,7077.763843645787
Mixed,gopher-original,multi,10_files,109.40368970235188,3.3210293815489274,110.15009880065918,107.96153545379639,111.21904850006104,1098.6964702606201,4.602135823802234,1096.398115158081,1096.0471630096436,1100.1965999603271,10240.0,0.0,10240.0,10240.0,10240.0,74.56195427074891,0.3115857028997924,74.71738492380443,74.46030692136235,74.74131694666323
Mixed,gopher-original,single,1kb.txt,110.6399695078532,2.4099526681756687,111.5729808807373,109.73799228668213,112.00845241546631,110.71014404296875,2.4034272406746258,111.68265342712402,109.82775688171387,112.07878589630127,1024.0,0.0,1024.0,1024.0,1024.0,74.01854214622728,1.624872338146934,73.35069277652418,73.09235437123627,74.61080523636673
Mixed,gopher-original,single,1mb.txt,107.38515853881836,3.0413764065780966,106.48417472839355,105.6901216506958,108.62970352172852,2030.8319727579753,1281.3154769334,2715.816020965576,1634.2164278030396,2769.9395418167114,1048576.0,0.0,1048576.0,1048576.0,1048576.0,7079.664386935193,7015.1651089800325,3088.7983336284797,3029.6011282880427,9134.294618928987
Mixed,http/1.1,multi,10_files,113.95128568013509,4.07506378932157,115.32902717590332,112.34748363494873,116.24395847320557,1136.2223625183105,8.935248994524834,1139.4858360290527,1132.7999830245972,1141.276478767395,10240.0,0.0,10240.0,10240.0,10240.0,72.1015471484282,0.569136927969674,71.89207395984809,71.77945325913981,72.31890444342652
Mixed,http/1.1,single,1kb.txt,115.1133378346761,1.6224799710276059,115.64397811889648,114.46797847747803,116.02401733398438,115.12398719787598,1.6223241049618577,115.65399169921876,114.4784688949585,116.03450775146484,1024.0,0.0,1024.0,1024.0,1024.0,71.16754413130121,1.009158382441314,70.83196939112078,70.60044685661552,71.56685403589668
Mixed,http/1.1,single,1mb.txt,115.41207631429036,1.3096239520319666,115.27395248413086,114.72547054290771,116.02962017059326,2325.922648111979,2112.8423519805656,2014.0581130981443,1200.2019882202148,3295.711040496826,1048576.0,0.0,1048576.0,1048576.0,1048576.0,9236.7821507703,10867.208969299838,4165.027784176566,2998.8281789612092,12938.858939282523
Mixed,http/2,multi,10_files,0.0,0.0,0.0,0.0,0.0,354.3686072031657,5.3778624666795745,354.77304458618164,351.7864942550659,357.15293884277344,10240.0,0.0,10240.0,10240.0,10240.0,231.20728116138582,3.515150587956193,230.9081855290163,229.37971020228954,232.88530430429734
Mixed,http/2,single,1kb.txt,223.2364018758138,4.993699343824664,224.69806671142575,221.1865186691284,226.01711750030518,223.6636479695638,5.01912783714458,225.10695457458496,221.593976020813,226.4549732208252,1024.0,0.0,1024.0,1024.0,1024.0,36.63883738233205,0.8296703468978193,36.39159001320741,36.176243667217534,36.977807412884246
Mixed,http/2,single,1mb.txt,363.42159907023114,248.71109855088872,223.4199047088623,219.8430299758911,436.9993209838867,2497.9068438212075,847.6836931585541,2027.500867843628,2008.617877960205,2751.9928216934204,1048576.0,0.0,1048576.0,1048576.0,1048576.0,3588.770753710213,1019.0413919532317,4137.412778975429,3275.184850002366,4176.677670050669
Mixed,http/3,multi,10_files,659.2752933502197,254.69690662874518,524.8758792877197,512.4024152755737,738.9484643936157,2482.4701944986978,325.8488984684463,2650.1407623291016,2378.5347938537598,2670.240879058838,10240.0,0.0,10240.0,10240.0,10240.0,33.41415824466848,4.740258745279324,30.911565590955185,30.680618630086762,34.896401532393554
Mixed,http/3,single,1kb.txt,470.3420003255208,611.4651754615506,117.84505844116212,117.31255054473878,647.1229791641235,1386.883020401001,558.0326542194609,1095.081090927124,1065.1659965515137,1562.6990795135498,1024.0,0.0,1024.0,1024.0,1024.0,6.476206634820894,2.125309247584652,7.4807245489596035,5.757781161586506,7.696891065124635
Mixed,http/3,single,1mb.txt,256.9757302602132,245.8897498423322,116.40191078186037,115.0134801864624,328.6510705947876,13839.83047803243,1245.302950102331,13432.79480934143,13140.886306762695,14335.256814956665,1048576.0,0.0,1048576.0,1048576.0,1048576.0,609.2883543503167,52.838656139497374,624.4871688329815,587.5015839496899,638.6745319922759
Packet_Loss,gopher-modern,multi,10_files,0.7616678873697916,0.06566790989078994,0.7307529449462891,0.7239580154418945,0.7839202880859375,388.98833592732746,401.2452093451685,360.00823974609375,181.51354789733887,581.9730758666992,10240.0,0.0,10240.0,10240.0,10240.0,9155.185171502026,15572.06160839062,227.5503473414288,164.7243817989247,13681.828549124828
Packet_Loss,gopher-modern,single,1kb.txt,2.033710479736328,1.8898904639298966,1.2521743774414062,0.9560585021972656,2.7205944061279297,2.5108655293782554,2.587082433402064,1.3518333435058594,1.028895378112793,3.4133195877075195,1024.0,0.0,1024.0,1024.0,1024.0,6386.775590692098,5061.816328191832,6059.918583421517,3778.113678506909,8832.008999241998
Packet_Loss,gopher-modern,single,1mb.txt,134.7020467122396,231.5111420485079,1.0752677917480469,1.0390281677246094,201.5516757965088,6880.775372187297,3394.5556542354875,5016.227006912231,4921.687960624695,7907.588601112366,1048576.0,0.0,1048576.0,1048576.0,1048576.0,1395.6301488186825,536.9237887813159,1672.2943336576902,1224.5464023231084,1705.0459877337607
Packet_Loss,gopher-original,multi,10_files,294.9107487996419,507.85339082085034,1.8758773803710935,1.7014741897583008,441.60258769989014,809.9443117777506,861.794302594777,697.5228786468506,353.7003993988037,1209.9775075912476,10240.0,0.0,10240.0,10240.0,10240.0,2819.416208756502,4740.602520929928,117.44417639593344,82.50241552185392,4205.343985810865
Packet_Loss,gopher-original,single,1kb.txt,2.320448557535807,1.6512541407807533,1.6901493072509766,1.383662223815918,2.9420852661132812,2.3557345072428384,1.636883418734558,1.7039775848388672,1.424551010131836,2.9610395431518555,1024.0,0.0,1024.0,1024.0,1024.0,4634.496206423505,2610.1582298919616,4807.5749780327415,3374.8404612071918,5980.691337444437
Packet_Loss,gopher-original,single,1mb.txt,95.57207425435384,162.78239505345957,1.7421245574951172,1.589655876159668,142.63951778411865,9433.388392130533,2186.7964035279188,9848.40202331543,8458.612561225891,10615.671038627625,1048576.0,0.0,1048576.0,1048576.0,1048576.0,925.1413968468495,233.68357885970605,851.7735141336162,794.3595751722047,1019.2392771648776
Packet_Loss,http/1.1,multi,10_files,4.240592320760091,1.3711790630000706,3.994941711425781,3.50189208984375,4.856467247009277,1736.233393351237,864.828781251069,2193.0160522460938,1465.9030437469482,2234.955072402954,10240.0,0.0,10240.0,10240.0,10240.0,61.405930620697234,42.85479563039539,37.354947728767094,36.6668920520123,74.1194777434171
Packet_Loss,http/1.1,single,1kb.txt,4.953702290852865,5.22841274457312,2.296924591064453,1.9420385360717773,6.636977195739747,4.956722259521484,5.229345897556077,2.3000240325927734,1.9445419311523438,6.6405534744262695,1024.0,0.0,1024.0,1024.0,1024.0,3154.320564828027,2232.6705076121452,3561.701914377527,2153.856063446091,4358.4757409847125
Packet_Loss,http/1.1,single,1mb.txt,5.16661008199056,4.107300561766832,4.624843597412109,2.9909610748291016,7.071375846862793,5718.659003575643,4316.251390206415,5596.745014190674,3530.7005643844604,7845.660448074341,1048576.0,0.0,1048576.0,1048576.0,1048576.0,2685.7317105516627,2655.2048737483115,1498.836909441201,1164.919219591412,3613.0968009566823
Packet_Loss,http/2,multi,10_files,0.0,0.0,0.0,0.0,0.0,558.5240523020426,489.50599481315453,665.5230522155762,344.94614601135254,825.6014585494995,10240.0,0.0,10240.0,10240.0,10240.0,1189.2720722240476,1881.4102927649049,123.09115323245705,103.10065089467528,1742.3530340576249
Packet_Loss,http/2,single,1kb.txt,524.3987242380778,477.33125952323593,599.3521213531494,306.6885471343994,779.585599899292,524.8990853627523,477.18324823945545,599.933385848999,307.28864669799805,780.0266742706299,1024.0,0.0,1024.0,1024.0,1024.0,193.86688184292197,316.58304388792766,13.654849343660125,11.093558237592465,286.53418919862054
Packet_Loss,http/2,single,1mb.txt,701.2673219045004,601.5137262275948,1047.0597743988037,526.8805027008057,1048.5503673553467,7847.509304682414,969.5598507391295,8164.729833602905,7461.901903152466,8391.726970672607,1048576.0,0.0,1048576.0,1048576.0,1048576.0,1080.602985090389,141.59414304685518,1027.420156081062,1000.3602999953332,1134.2542556807816
Packet_Loss,http/3,multi,10_files,39.80731964111328,36.632411170845685,41.146039962768555,21.834969520568848,58.44902992248535,224.51162338256836,87.58464629007679,256.78277015686035,191.076397895813,274.0824222564697,10240.0,0.0,10240.0,10240.0,10240.0,417.864380364781,204.87951334602565,319.0245200250691,300.0837076230881,486.22512293661794
Packet_Loss,http/3,single,1kb.txt,2.1790663401285806,0.3869328852841865,2.189159393310547,1.9881725311279297,2.375006675720215,195.33650080362955,129.30189014166373,121.5827465057373,120.68581581115723,233.11030864715576,1024.0,0.0,1024.0,1024.0,1024.0,53.178279320057094,25.47341925869672,67.37798113166848,45.573929358625186,67.8824801872947
Packet_Loss,http/3,single,1mb.txt,2.459287643432617,0.5022270815831307,2.361774444580078,2.187371253967285,2.6824474334716797,595.0952370961508,18.71192143928047,602.2017002105713,588.0364179611206,605.7072877883911,1048576.0,0.0,1048576.0,1048576.0,1048576.0,14105.68770949154,450.5012785451045,13929.897569314007,13849.740898544474,14273.73945034984
